Score,Genres,Name,Description,Image_url
8.7,"['日常', 'コメディ', 'ドラマ', '学園', '少年']",グレート・ティーチャー・オニヅカ,"Twenty-two-year-old Eikichi Onizuka—ex-biker gang leader, conqueror of Shonan, and virgin—has a dream: to become the greatest high school teacher in all of Japan. This isn't because of a passion for teaching, but because he wants a loving teenage wife when he's old and gray. Still, for a perverted, greedy, and lazy delinquent, there is more to Onizuka than meets the eye. So when he lands a job as the homeroom teacher of the Class 3-4 at the prestigious Holy Forest Academy—despite suplexing the Vice Principal—all of his talents are put to the test, as this class is particularly infamous. Due to their utter contempt for all teachers, the class' students use psychological warfare to mentally break any new homeroom teacher they get, forcing them to quit and leave school. However, Onizuka isn't your average teacher, and he's ready for any challenge in his way. Bullying, suicide, and sexual harassment are just a few of the issues his students face daily. By tackling the roots of their problems, Onizuka supports them with his unpredictable and unconventional methods—even if it means jumping off a building to save a suicidal child. Thanks to his eccentric charm and fun-loving nature, Class 3-4 slowly learns just how enjoyable school can be when you're the pupils of the Great Teacher Onizuka.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2E-Sg2-7FDTZANwvnBP0L8fCu8JH5BxSVL3lAhv-sls2xube8sTIW3eKZJm0R5jtUrICGQ-_mgi4AcaP7nC4D39GE7op33LgKZlfq95TYPTJZX68h-DpWClYihFizkSD2gAwvS8eM7QUxXa2xsbyXoDTsIP8vEN58DfY5ii3t-lRpXI8zagw7M7s6pqkyURoD3HZ3TneLrKqz_4LidfYnmZxyufeef55LtbH7OA3LmhXAEpX-XZ0EUF7tk4cxGt3RtGYISgufW0eUE9KwRr32GTRmIJ7f6KU4p5YHxJ3LPzD7sQQg8-AKO8R-Lybs7IobM52SgPju9EPjn2PX-T7qk=/MV5BNzZmYjBjMGYtNzk1Zi00MzZiLWI1MzgtNGYwZTZhMTRhNjMzXkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_.jpg
6.45,"['エッチ', '超能力', '格闘', '学園']",一騎当千,"In Ikkitousen , the Kanto region of Japan is locked in the middle of a turf war between seven different high schools. Among the students of these schools are a select few who are in possession of sacred beads. These magatama harbor the souls of warriors who fought during the Three Kingdoms Era of Chinese history. Not only are these students blessed with abilities that draw from the souls they are tied to, but they are also blessed, or maybe cursed, with the fates of these warriors from the past. One of these students is Hakufu Sonsaku; a young, caring, dim-witted girl who has recently transferred into Nanyo Academy and will be living with her cousin, Koukin Shuyu. Hakufu’s arrival creates an almost immediate sense of tension due to her power as a fighter and the possibility that she may be the one who carries the spirit of the Chinese warlord, Sun Ce. The most powerful fighters at Nanyo, known as “The Big Four” are shaken by her presence and determined to stop Hakufu from achieving the goal given to her by her mother: to conquer those who challenge her and unite the seven schools.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG-gUdYmlzFTu7ApmlU40kJsuq8TfcCoU3TPj4NWTQsvf5b9UG-chcGcHJnagxcbw3YkWRbwQC0ncEZcHX7meiRqkmbf4rViy0-5cKesYLvBrMxSVL7Yopmro_B9u6muwXc8lBV97Sf9hWzkUrnw0QBahcC1KAZX6XJPpTppXY__GDP0A9T_qO2D4BVI35_LjsUzY-uZ04qpKDoPmIy4TunLqlm5c6IXJAotGHXM2IASR9cOeMpdSNXTxYDdZcAUDDOs2eXSvKli1_eQUNNbJ7SfnELx6lf8OHTwOh0xD2OR-/news-1410281430-c001.jpg
6.84,"['コメディ', 'ハーレム', 'ロマンス', '日常']",HAPPY☆LESSON ADVANCE,Hitotose Chitose is now living together with his 5 teachers as his mothers when a mysterious girl appears and becomes their neighbor which turns out that that person is Nagatsuki Kuron who wants Mu-chan to be her mother so another sibling rivalry ensues as to who would end up as Mu-chan's child. (Source: ANN),https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG5I2ouGsRyTEM_omovRdylptL9MxXhlHgXP9rGvaOkwM2Z4sEd1vQAeoHKE5G_qfUV67s0-ED4HNtqD8m2gRnOLBMoPYG-HUNRZF1x8CDzGsy-Ij8CrYkQpp5pB2_lheaIH_QYZecdTV2ByUR4HWSc58sZv5YCy3kfPXOGaVQYTd-k2d8EKHVxDf4SuXcmDMsvYptzcvSxovDF9AGRDSab6nasRqUcwii3u85zAsbPeU-WChg8LWQyjv8RF2oCZN5g==/75575.jpg
7.01,"['コメディ', 'ハーレム', 'ロマンス', '超能力', 'ドラマ']",D.C.S.S. ～ダ・カーポ セカンドシーズン～,"Hatsune-Jima was once well-known for its cherry trees, which would bloom no matter what time of year it was. Two years ago, the island's cherry trees lost this ability and all became ordinary cherry trees that bloom only in the spring. Jun'ichi Asakura is now a graduating senior at Kazami Academy, and is surrounded by many close friends, old and new alike. On a stormy summer day, a mysterious young girl, Aisia, arrives at Jun'ichi's door. She is looking for Sakura's grandmother to study magic, ultimately hoping to bring happiness to everyone. When she discovers that grandmother Yoshino had long since passed away, she joyfully assumes (thanks to his error in judgment) that Jun'ichi is able to teach her. Even though she finally understands that the only magic he's capable of is conjuring Japanese confections, Aisia continues her search for magic on Hatsune-Jima. Amid the chaos of her search, Kazami Academy hires new medical staff. (Source: ANN)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKdvWrLmRQ1y1wCGmVtIdr7l3HlrT-wfGaPTA5Bid8zdqbQ0Jo4eLZ_33rxEy6acFg1Kp3NxFnKT70a06XC6NnKIwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K0Bszw2TwPEfC3-6TNFX_JQOamWpjmSEyKOwy4t320VZE5jvOWJszus2aFdiNC10odb7RdsOdZJB8HPeHyl2LiW/10956_1_9_8b.png
5.93,"['アドベンチャー', 'コメディ', 'ドラマ', 'ロボット', '軍事', 'SF', '宇宙']",ダイバージェンス・イヴ,"In the 24th Century, Intergalactic Space Travel has become a reality. One of the first outposts in the far reaches of space is WATCHER'S NEST - an inflation hole drive portal - which has recently come under attack by a mysterious force known simply as GHOUL... A group of young female cadets assigned to the portal are unexpectedly thrown into a hornet's nest of trouble as they finalize their training to become an elite pilot in the Seraphim Squadron. (Source: DVD Collection Back Cover)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKdvWrLmRQ1y1wCGmVtIdr7pO9Kyl02mPDu24kVj00T_CbQ0Jo4eLZ_33rxEy6acFgh3QMFNZi-K_YTsTjfBfbbIwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K3cfeghFonCp4WbWL3EcEXkZBhV7jDdQK5FXUcyHwuRETfsK7CU0fKH8MOYtdMB4Hva-ROkyPxnufGWjFp4Sc4Y/10259_1_9_8b.png
6.73,"['アクション', 'SF', 'アドベンチャー', 'コメディ', 'ファンタジー', '学園', '少年']",ドラゴンドライブ,"If there's one word to describe Reiji Ozora, it would be ""quitter."" He can never find the motivation to finish anything, and loses interest at the drop of a hat. This all changes when his best friend Maiko introduces him to the new game ""Dragon Drive."" In this virtual reality game, each player is assigned a dragon tailored to match their personality and strength. Reiji hopes for a big, strong, scary beast, but instead, he is stuck with Chibi, a cute, friendly-looking dragon smaller than he is. How disappointing—except it turns out that Chibi is the rarest dragon of them all! Reiji finally discovers something he can remain interested in, and works hard to train both himself and his newfound friend. Soon this training will be put to use to save the world, for there are people who have dark aspirations for Dragon Drive!",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2E-Sg2-7FDTZANwvnBP0L8fCu8JH5BxSVL3lAhv-slsImgl1ZX880ZZdaKLDUqLTzl1MA6xeaQmhbxc8f9x3BIggfheT3VZvQQXUlSp7XonFW8qCg9JccEDAkW7qgTayoAgOERmond4rce8jpRphSmrlg_CZut-1eRwx49pFTf5K4gncvIuBAVe_DN_mwsVAISuQFt81EFmaAGvbvo_WND_KTJt7LdQ0K6t5zcwVz9G6Eni1ate_KH_Fn7vXwhO_w==/51MDXQDJGBL._AC_SY445_.jpg
6.32,"['アクション', 'アドベンチャー', 'ミステリー', 'コメディ', '青年']",シンデレラボーイ,anma and his partner Rera run a detective agency in Giraffe City. An arranged accident leaves Rera and Ranma in an unfortunate state where the two detectives swap bodies at the stroke of midnight. With Ranma dissapearing and the beautiful Rera appearing. (Source: ANN),https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2E-Sg2-7FDTZANwvnBP0L8fCu8JH5BxSVL3lAhv-slsOFQMyI4aQVsjs6xA1PZTdzl1MA6xeaQmhbxc8f9x3BIggfheT3VZvQQXUlSp7XonFW8qCg9JccEDAkW7qgTayoAgOERmond4rce8jpRphSmrlg_CZut-1eRwx49pFTf5UHCZvc75ug3LXqtqI8E57nMiuBxOmNKbQeSf1LFqzMlMZDaMEojkxe9rSOP1ClehM0E_lxKz5FtQb8_UhQ3Rdw==/51F8A0DKB7L._AC_SY445_.jpg
6.16,"['コメディ', '魔法', 'パロディ']",あかほり外道アワーらぶげ,"kahori Gedou Hour Rabuge is an anime series that combined episodes of two related stories into one broadcast block. Zettai Seigi Love Pheromone Yoshizumi Aimi and Sasajima Kaoruko are comic duo, Their dream is to become popular and stand on the Broadway stage.However, their names are not well-known, and they have to do part-time jobs.To make their names popular, they decided to do side job. It is heroines of justice, They will beat villains one after another, but after that, there is nothing but ruins. People are afraid of them and even rumor that they are evil. (Source: ANN) Soreyuke! Gedou Otometai The five Hokke sisters lost their parents when they were quite young. Although they are poor, they`re living comfortably because they have a dream, which is to be evil. The Hokke Family has belonged to an evil organization and worked as a combatant. When their father died, he left them a message that asked them to become a villain that he couldn`t become. However they wondered how to become the best villains. One day, the youngest sister Utano found a jar. They were told not to open it until they we`re 18. It was sealed by a talisman labeled R18. Akuma-ko broke the seal on the jar and a devil appeared. The demon said they had special powers inside of them, when they have the weapons in their hands they would turn into Gedo Otome Tai. (Source: AnimeNfo)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKdvWrLmRQ1y1wCGmVtIdr7hi13LS4xeyzI4i26hXAEkibQ0Jo4eLZ_33rxEy6acFgYIuAYcKXHi8MsMoinsFExowQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K2DmdMfitnHvecwo5fzk6kyfEyr9sw4WAtWhCw4_OS-GlyrYs5u_It1TSeW7KsDJSvOHVynlZOryNF1DbE4q-qF/10263_1_9_8b.png
6.73,"['コメディ', 'エッチ', 'ハーレム', 'ロマンス', 'SF']",HAND MAID メイ,"Saotome Kazuya is a computer whiz. One day his friend Nanbara, threatens him with a computer virus. Trying to stop the virus, Kazuya ends up making a special order. May is a cyberdoll that arrives at his door a few minutes later and she is 1/6th the size of a normal person, which makes for many awkward situations. Not to mention the fact Kazuya can't even afford to keep May. Cyberdyne is not satisfied with Kazuya's non-payments and will do anything to retrieve CBD May. (Source: ANN)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2knVsEuksY1VCRQZoBgr0FjW4gmyYGOUqLqNLNFauD04EfUukt-W5-s3FXry7fau4NnpJrUxMJrvy0hUgUJBKZskrpc-rJniFs6QFry2KQF-mB4s9JWOjD-fyQoCdmG4l3z9dgwkJe7QmhatXtZYSbLaPFxR0tqIJs_sf0VfHEbjBBSva49GOyy8gqnSXM2Hlxo9GdzNlmSFvpib3ht_39WBhYR-kakwv6tXhUZOSSNL6_-q_j_Il6wljVgYr7orYH6QPLqK-CnKOziNVRnHARffnQjfH9U1udsEkFTsljeUIYbMNCSOR1-LeHEsH4vXD_aoQ1XVE0lQh5C16uakY4=/e643f228-bd89-427d-b575-927f95c8a1c2.jpg
8.03,"['ドラマ', 'ドラマ', 'ミステリー', '心理戦', 'SF', '超能力']",シリアルエクスペリメンツレイン,"ain Iwakura, an awkward and introverted fourteen-year-old, is one of the many girls from her school to receive a disturbing email from her classmate Chisa Yomoda—the very same Chisa who recently committed suicide. Lain has neither the desire nor the experience to handle even basic technology; yet, when the technophobe opens the email, it leads her straight into the Wired, a virtual world of communication networks similar to what we know as the internet. Lain's life is turned upside down as she begins to encounter cryptic mysteries one after another. Strange men called the Men in Black begin to appear wherever she goes, asking her questions and somehow knowing more about her than even she herself knows. With the boundaries between reality and cyberspace rapidly blurring, Lain is plunged into more surreal and bizarre events where identity, consciousness, and perception are concepts that take on new meanings. Written by Chiaki J. Konaka, whose other works include Texhnolyze , Serial Experiments Lain is a psychological avant-garde mystery series that follows Lain as she makes crucial choices that will affect both the real world and the Wired. In closing one world and opening another, only Lain will realize the significance of their presence.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG1CROubRnqp0a8lc9vDDS-lAY7AB0-ZjPxi7Xye_xu0wm9U4TgWke3wHS2oRWPNFsvSgCo0ycV0bEh0XabY0CaCaRZ-uNfZY_YGCowVQyfCdzyUFX3tJ_2FbORSufDRAFqFwLUoBlfpck-lOmldj_8YM_QD1P-o7YPgFUjfn8uOxTNj65nTiqkoOg-YjLhO6cm2lPRqezrhrHt05eEqjYjGvq1ja8jKXaUtWHXcOs-FcYI7GQ09uWmdxQMRjduGfFTzn4LqqYoAigLO5Mmd5lhY=/81AvgFWmdzL._RI_.jpg
7.27,"['コメディ', 'スポーツ', 'ロマンス', '少年']",Ｈ２[エイチ・ツー],"Hiro has two loves: baseball and porn, but due to an elbow injury, gives up baseball, choosing a school with no baseball team. His childhood friend Hikari attends a different school with baseball ace Hideo. The two of them wish that Hiro had not given up baseball. Hiro joins the soccer team and meets Haruka, a very clumsy girl who is also the daughter of his father's boss. Haruka is the manager of the unofficial baseball club at Hiro's school. When the soccer team challenges the baseball club to a game, with hopes of humiliating them, the baseball club nearly loses until Hiro, disgusted by the soccer team's arrogance, switches to the baseball club. (Source: ANN)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKeTCk9hlEidyxosX14vEPykGdHEaJJK_TuctSvoMZ8xohCgwkBYyVaUK6bYQ7wtDNqCmfOUVKx6f8ITRWGNZ214wQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K0W44nFLpO8l3V-k5y7qyZYHAI2-sBakMLKYNwxBNn3fcSaPMR6g8buxYFqlD1UK6YVaWmE2D5GXg0w_uUFRELF/25006_1_9_8b.png
7.22,"['スポーツ', 'ドラマ', 'ロマンス', '少年']",涼風,"Yamato Akitsuki travels to Tokyo alone to study in one of the high schools located within the area. He lives in with his aunt who operates a public bath solely for the ladies in the local district and begins his normal high-school life. One day, he chances upon a girl in school and is immediately mesmerized by her beauty. He is shocked when he realizes later that the girl, Suzuka, is actually living next door to him. From then on, Yamato's ordinary life begins to change little by little. (Source: ANN)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKzFaDnd08R62aqVNyB7IS4GA3XBfUpaM81Tt8_pwX7NWfwC6P3p9JFQMdrcsz_EGdQUieO8F-jslwosoOKIr4Bs8lBV97Sf9hWzkUrnw0QBahcC1KAZX6XJPpTppXY__GDP0A9T_qO2D4BVI35_LjsUzY-uZ04qpKDoPmIy4TunIvWxSqUNX-Ac0vl6cq4KbZugh03Dr6iXOxVRTLo9qtQJh8q5KeyKqq_mKh-7lLZCYU0EG80NKeHGlpMmkhC6Pe/11156_1_1.png
7.08,"['アクション', 'SF', 'ホラー', '心理戦', '超能力', 'ドラマ', 'エッチ']",ガンツ,"Kurono Kei and his ex-elementary school classmate, Kato Masaru have survived the first two ordeals that the unknown black sphere Gantz has sent them through. Exploding body parts, struggling to stay alive till the last seconds and seeing your fellow comrades fall in a pile of blood and gore are norm to them now. They are aware now that Gantz can call them up along with any new deeds, at any time for another confrontation with aliens. Will Kato's experiences in the Gantz world give him the same courage in the real world? With fellow veteran Gantzer Kei Kishimoto currently staying at Kurono's home as his ""adopted pet"", can Kurono stave off his growing lust for her mammaries? What the heck is Gantz? (Source: anime-source.com)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2He_3grdEB-gVlf2Vyaddbg5z_a0cX7LvZ7nEQ6diYeUwvFw29oaka3orz0vVKnjnP9ihE-wIFofnieNjlWfMUnM1W_kR6W4TI3WcN71R6JxUxz_x3z99DEGzlh1BkFkCPEH-4826tdtptqHzsbweqTUKCHbbcAwoHOqev6FTZH5JFgdekD7miyaMoyYCy9raqKjRjnmMf7VP_UKpNJ74qLfJmyx4UtNH_8RxuGnkuCn4OESeu_3sIWvNhF1ylbyCwBw-SQo6YlDkzg7nnPxwFKs4hvviELvfkA9NDByHnvucgZe8vldveQF3fTpm0k3wh0-Dzj0s7ml8yFEGE199KvGI6W2a7jEK_lgg5fTOt2OXWKKABeFuuYM9nkXM_DIW4TyOMTkErj2kigp1JW9csBLS3XzaPRfrti4F8YH-RK/image.jpg
7.84,"['アクション', '軍事', 'ロマンス', 'SF', '宇宙']",星界の戦旗 II,"Due to a lack of ambassadors for the recently-conquered worlds the rapidly advancing fleet of the Bebaus brothers leave behind, Lafiel is appointed Territorial Ambassador of the planet Lobnas II. Upon arriving to the planet Jinto and Lafiel discover that the planet was used by the United Mankind as a prison planet and now has a million prisoners on the only inhabited island. The prisoners are parted in three blocks. The western where women are housed, the eastern belongs to the men and the central is mixed under the restriction that all prisoners living there are sterilized. The women in the western sector want to emigrate from the planet of fear for the men and when they do the men in the east rebel, overthrowing the guards and capturing Jinto to try to stop the emigration of the women. At the same time an enemy fleet heads toward the system forcing Lafiel to abandon Jinto. (Source: ANN)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2E-Sg2-7FDTZANwvnBP0L8fCu8JH5BxSVL3lAhv-slscAbk7KVPNecAxhm4-6J-JZx4ZzVj81KhQQ2tf4YkbP4ggfheT3VZvQQXUlSp7XonFW8qCg9JccEDAkW7qgTayoAgOERmond4rce8jpRphSmrlg_CZut-1eRwx49pFTf5bAEgYNX7EBMUlyu8pS4I-B3AoSNL1e4FoYb6j7bJn1WvOp4E-32PSbPh5AO9939Q_NhV7UjFCMRoSisqHOhakg==/91ksWCLUQTL._AC_SY879_.jpg
7.28,"['アクション', 'アドベンチャー', 'ドラマ', 'ロボット', 'SF', '少年']",ガン×ソード,"Van, a lanky and apathetic swordsman, is on a journey to kill the murderer of his fiancé. The only characteristic he has to go by is that the murderer has a claw for an arm, hence the murderer being referred to as The Claw Man. During his travels, Van happens to pass through the city of Evergreen, which is defending itself from bandits who aim to rob the city of its treasury. It is in this city that Van meets Wendy Garret, a timid young girl who is looking for her kidnapped brother. When the city pleads for Van's assistance to defend it, he refuses, claiming it has nothing to do with him and thus leaves the city on its own to deal with the peril. Soon after, Van comes across the raiding bandits himself and they eventually tick off the swordsman to a degree where he takes action against them for his own personal vendetta. Surprisingly, Van learns that the bandits had ties with The Claw Man, and in kidnapping Wendy's brother for a reason they did not disclose. After the bandits are dealt with easily, Van and, much to his chagrin, Wendy continue the journey in search of The Claw Man. Little do they know, however, that The Claw Man is involved with something more atrocious than either could fathom.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKdvWrLmRQ1y1wCGmVtIdr7p6QhWMJIEDu2QpDV_eCiR6fwC6P3p9JFQMdrcsz_EGdpvuxI77LBDB1acpl25JDbc8lBV97Sf9hWzkUrnw0QBahcC1KAZX6XJPpTppXY__GDP0A9T_qO2D4BVI35_LjsYZ1pl7m0763vfHhIivlUIIxrX8t10oFNFE8veMKrvpInLGsRHO7CUtERVW175MDTWqM_4xQk_oM89-AsM70BnMU0EG80NKeHGlpMmkhC6Pe/10639_1_1.png
